case,noalt,alt,choice,traveltime,cost,freq,male,income,cost_coverage
1011,3,Car,1,90,40,1,1,1,0
1011,3,SM,0,101,48,10,1,1,0
1011,3,Train,0,182,43,30,1,1,0
1012,3,Car,0,140,95,1,1,2,0
1012,3,SM,1,120,62,30,1,2,0
1012,3,Train,0,206,59,120,1,2,0
1013,3,Car,1,90,44,1,1,3,0
1013,3,SM,0,79,46,10,1,3,0
1013,3,Train,0,154,42,30,1,3,0
1014,3,Car,1,210,135,1,1,2,0
1014,3,SM,0,139,86,30,1,2,0
1014,3,Train,0,302,84,120,1,2,0
1016,3,Car,0,220,130,1,1,3,0
1016,3,SM,1,71,82,30,1,3,0
1016,3,Train,0,292,77,120,1,3,0
1017,3,Car,0,273,145,1,1,2,.5
1017,3,SM,0,71,82,20,1,2,.5
1017,3,Train,1,200,74,120,1,2,.5
1018,3,Car,1,70,32,1,1,3,.5
1018,3,SM,0,38,29,10,1,3,.5
1018,3,Train,0,103,25,30,1,3,.5
1019,3,Car,0,90,60,1,1,2,.5
1019,3,SM,1,34,46,30,1,2,.5
1019,3,Train,0,106,42,120,1,2,.5
1020,3,Car,1,240,120,1,1,3,.5
1020,3,SM,0,234,82,10,1,3,.5
1020,3,Train,0,419,74,30,1,3,.5
1021,3,Car,0,130,80,1,1,3,.5
1021,3,SM,1,61,50,30,1,3,.5
1021,3,Train,0,141,48,120,1,3,.5
1024,3,Car,0,110,52,1,0,2,0
1024,3,SM,1,55,90,10,0,2,0
1024,3,Train,0,146,80,30,0,2,0
1025,3,Car,1,90,55,1,1,1,0
1025,3,SM,0,90,83,30,1,1,0
1025,3,Train,0,120,76,120,1,1,0
1026,3,Car,0,90,40,1,1,2,0
1026,3,SM,1,49,86,10,1,2,0
1026,3,Train,0,120,76,30,1,2,0
1027,3,Car,0,208,105,1,1,2,0
1027,3,SM,1,80,149,20,1,2,0
1027,3,Train,0,188,133,120,1,2,0
1028,3,Car,1,52,30,1,1,2,0
1028,3,SM,0,30,50,20,1,2,0
1028,3,Train,0,54,40,120,1,2,0
1029,3,Car,1,273,115,1,1,1,0
1029,3,SM,0,71,165,20,1,1,0
1029,3,Train,0,200,148,120,1,1,0
1030,3,Car,0,273,110,1,1,2,0
1030,3,SM,1,89,156,20,1,2,0
1030,3,Train,0,197,137,120,1,2,0
1031,3,Car,1,190,105,1,1,2,0
1031,3,SM,0,222,165,30,1,2,0
1031,3,Train,0,392,158,120,1,2,0
1032,3,Car,0,180,96,1,1,3,0
1032,3,SM,1,93,128,10,1,3,0
1032,3,Train,0,227,114,30,1,3,0
1033,3,Car,1,170,100,1,1,3,0
1033,3,SM,0,174,128,30,1,3,0
1033,3,Train,0,295,124,120,1,3,0
1034,3,Car,1,110,70,1,1,2,0
1034,3,SM,0,55,99,30,1,2,0
1034,3,Train,0,157,96,120,1,2,0
1035,3,Car,1,60,32,1,0,2,0
1035,3,SM,0,43,52,10,0,2,0
1035,3,Train,0,106,43,30,0,2,0
1036,3,Car,0,250,165,1,0,2,0
1036,3,SM,1,119,194,30,0,2,0
1036,3,Train,0,371,179,120,0,2,0
1037,3,Car,0,190,125,1,0,2,0
1037,3,SM,1,162,139,30,0,2,0
1037,3,Train,0,283,133,120,0,2,0
1038,3,Car,0,260,155,1,1,1,0
1038,3,SM,1,106,194,30,1,1,0
1038,3,Train,0,326,173,120,1,1,0
1039,3,Car,1,50,25,1,1,1,0
1039,3,SM,0,78,57,30,1,1,0
1039,3,Train,0,111,50,120,1,1,0
1040,3,Car,0,290,175,1,1,2,0
1040,3,SM,1,131,205,30,1,2,0
1040,3,Train,0,392,187,120,1,2,0
1041,3,Car,1,110,65,1,1,2,0
1041,3,SM,0,80,106,30,1,2,0
1041,3,Train,0,159,103,120,1,2,0
1042,3,Car,1,130,60,1,0,1,0
1042,3,SM,0,97,86,20,0,1,0
1042,3,Train,0,108,82,120,0,1,0
1043,3,Car,1,280,155,1,0,1,0
1043,3,SM,0,275,215,30,0,1,0
1043,3,Train,0,492,206,120,0,1,0
1044,3,Car,1,70,28,1,1,2,0
1044,3,SM,0,38,58,10,1,2,0
1044,3,Train,0,103,50,30,1,2,0
1045,3,Car,1,143,70,1,1,2,0
1045,3,SM,0,49,106,20,1,2,0
1045,3,Train,0,125,96,120,1,2,0
1046,3,Car,1,130,65,1,1,3,0
1046,3,SM,0,101,108,30,1,3,0
1046,3,Train,0,171,103,120,1,3,0
1047,3,Car,0,140,75,1,1,3,0
1047,3,SM,1,73,111,30,1,3,0
1047,3,Train,0,185,108,120,1,3,0
1049,3,Car,1,180,120,1,0,2,0
1049,3,SM,0,154,156,30,0,2,0
1049,3,Train,0,312,148,120,0,2,0
1050,3,Car,1,110,70,1,0,2,0
1050,3,SM,0,123,114,30,0,2,0
1050,3,Train,0,195,109,120,0,2,0
1051,3,Car,0,260,112,1,1,3,0
1051,3,SM,1,136,172,10,1,3,0
1051,3,Train,0,334,144,30,1,3,0
1052,3,Car,1,180,80,1,1,3,0
1052,3,SM,0,172,114,10,1,3,0
1052,3,Train,0,282,103,30,1,3,0
1053,3,Car,0,143,75,1,0,1,0
1053,3,SM,1,49,106,20,0,1,0
1053,3,Train,0,125,96,120,0,1,0
1054,3,Car,1,110,75,1,0,3,0
1054,3,SM,0,44,99,30,0,3,0
1054,3,Train,0,146,96,120,0,3,0
1055,3,Car,1,180,105,1,0,3,0
1055,3,SM,0,112,128,30,0,3,0
1055,3,Train,0,230,127,120,0,3,0
1056,3,Car,0,190,112,1,1,3,0
1056,3,SM,1,81,139,10,1,3,0
1056,3,Train,0,236,123,30,1,3,0
1057,3,Car,1,80,36,1,1,3,0
1057,3,SM,0,103,65,10,1,3,0
1057,3,Train,0,142,62,30,1,3,0
1058,3,Car,1,182,95,1,0,2,0
1058,3,SM,0,230,123,20,0,2,0
1058,3,Train,0,285,118,120,0,2,0
1060,3,Car,1,90,48,1,1,2,0
1060,3,SM,0,134,80,10,1,2,0
1060,3,Train,0,160,76,30,1,2,0
1061,3,Car,1,170,110,1,1,3,0
1061,3,SM,0,140,132,30,1,3,0
1061,3,Train,0,258,127,120,1,3,0
1062,3,Car,1,110,64,1,1,2,0
1062,3,SM,0,55,90,10,1,2,0
1062,3,Train,0,146,80,30,1,2,0
1063,3,Car,1,260,115,1,1,2,0
1063,3,SM,0,167,177,20,1,2,0
1063,3,Train,0,275,158,120,1,2,0
1064,3,Car,1,120,75,1,0,2,0
1064,3,SM,0,44,99,30,0,2,0
1064,3,Train,0,146,96,120,0,2,0
1065,3,Car,1,80,44,1,0,2,0
1065,3,SM,0,82,65,10,0,2,0
1065,3,Train,0,115,62,30,0,2,0
1066,3,Car,1,273,125,1,1,2,0
1066,3,SM,0,71,165,20,1,2,0
1066,3,Train,0,200,148,120,1,2,0
1067,3,Car,0,143,60,1,1,3,0
1067,3,SM,1,83,114,20,1,3,0
1067,3,Train,0,138,108,120,1,3,0
1068,3,Car,1,210,120,1,0,1,0
1068,3,SM,0,145,165,30,0,1,0
1068,3,Train,0,301,158,120,0,1,0
1069,3,Car,1,140,90,1,1,3,0
1069,3,SM,0,145,123,30,1,3,0
1069,3,Train,0,227,119,120,1,3,0
1070,3,Car,1,70,36,1,0,3,0
1070,3,SM,0,38,58,10,0,3,0
1070,3,Train,0,103,50,30,0,3,0
1071,3,Car,1,220,112,1,1,1,0
1071,3,SM,0,130,149,10,1,1,0
1071,3,Train,0,299,128,30,1,1,0
1072,3,Car,1,120,60,1,0,1,0
1072,3,SM,0,106,91,10,0,1,0
1072,3,Train,0,186,86,30,0,1,0
1073,3,Car,0,180,115,1,0,1,0
1073,3,SM,1,112,128,30,0,1,0
1073,3,Train,0,230,127,120,0,1,0
1074,3,Car,1,190,88,1,0,2,0
1074,3,SM,0,179,132,10,0,2,0
1074,3,Train,0,333,116,30,0,2,0
1075,3,Car,1,117,65,1,1,1,0
1075,3,SM,0,132,91,20,1,1,0
1075,3,Train,0,143,91,120,1,1,0
1076,3,Car,1,208,100,1,1,2,0
1076,3,SM,0,88,149,20,1,2,0
1076,3,Train,0,196,133,120,1,2,0
1077,3,Car,0,156,70,1,1,2,0
1077,3,SM,1,69,116,20,1,2,0
1077,3,Train,0,145,108,120,1,2,0
1078,3,Car,0,270,168,1,1,3,0
1078,3,SM,1,166,165,10,1,3,0
1078,3,Train,0,381,149,30,1,3,0
1079,3,Car,1,234,90,1,1,2,0
1079,3,SM,0,117,132,20,1,2,0
1079,3,Train,0,193,127,120,1,2,0
1080,3,Car,1,90,44,1,1,1,0
1080,3,SM,0,118,80,10,1,1,0
1080,3,Train,0,166,71,30,1,1,0
1081,3,Car,1,312,150,1,1,2,0
1081,3,SM,0,161,194,20,1,2,0
1081,3,Train,0,290,173,120,1,2,0
1082,3,Car,1,140,85,1,1,2,0
1082,3,SM,0,101,108,30,1,2,0
1082,3,Train,0,191,108,120,1,2,0
1083,3,Car,0,160,100,1,1,2,0
1083,3,SM,1,159,128,30,1,2,0
1083,3,Train,0,271,119,120,1,2,0
1084,3,Car,0,325,155,1,1,3,0
1084,3,SM,1,102,210,20,1,3,0
1084,3,Train,0,290,179,120,1,3,0
1085,3,Car,1,130,64,1,1,2,0
1085,3,SM,0,205,108,10,1,2,0
1085,3,Train,0,290,99,30,1,2,0
1086,3,Car,1,260,125,1,1,2,0
1086,3,SM,0,74,156,20,1,2,0
1086,3,Train,0,182,137,120,1,2,0
1087,3,Car,1,351,160,1,1,2,0
1087,3,SM,0,71,165,20,1,2,0
1087,3,Train,0,200,148,120,1,2,0
1088,3,Car,1,143,70,1,1,2,0
1088,3,SM,0,49,106,20,1,2,0
1088,3,Train,0,125,96,120,1,2,0
1090,3,Car,1,130,85,1,0,1,0
1090,3,SM,0,111,108,30,0,1,0
1090,3,Train,0,199,109,120,0,1,0
1091,3,Car,1,170,76,1,0,2,0
1091,3,SM,0,161,106,10,0,2,0
1091,3,Train,0,247,99,30,0,2,0
1092,3,Car,1,170,95,1,1,3,0
1092,3,SM,0,116,116,30,1,3,0
1092,3,Train,0,209,118,120,1,3,0
1094,3,Car,1,208,105,1,1,3,0
1094,3,SM,0,282,144,20,1,3,0
1094,3,Train,0,331,133,120,1,3,0
1095,3,Car,1,221,110,1,0,2,0
1095,3,SM,0,117,132,20,0,2,0
1095,3,Train,0,193,127,120,0,2,0
1096,3,Car,1,130,55,1,1,2,0
1096,3,SM,0,64,103,20,1,2,0
1096,3,Train,0,119,91,120,1,2,0
1097,3,Car,1,70,40,1,1,1,0
1097,3,SM,0,51,68,30,1,1,0
1097,3,Train,0,90,62,120,1,1,0
1098,3,Car,0,195,100,1,0,2,0
1098,3,SM,1,61,132,20,0,2,0
1098,3,Train,0,174,118,120,0,2,0
1099,3,Car,1,104,55,1,0,2,0
1099,3,SM,0,108,76,20,0,2,0
1099,3,Train,0,132,68,120,0,2,0
1100,3,Car,0,364,170,1,1,2,0
1100,3,SM,1,250,231,20,1,2,0
1100,3,Train,0,379,212,120,1,2,0
1101,3,Car,1,210,104,1,1,2,0
1101,3,SM,0,126,144,10,1,2,0
1101,3,Train,0,287,128,30,1,2,0
1102,3,Car,0,230,124,1,1,3,0
1102,3,SM,1,97,144,10,1,3,0
1102,3,Train,0,257,128,30,1,3,0
1103,3,Car,1,170,92,1,1,2,0
1103,3,SM,0,149,116,10,1,2,0
1103,3,Train,0,240,108,30,1,2,0
1104,3,Car,0,170,72,1,1,3,1
1104,3,SM,1,103,123,10,1,3,1
1104,3,Train,0,240,108,30,1,3,1
1105,3,Car,0,110,75,1,1,2,.5
1105,3,SM,1,44,99,30,1,2,.5
1105,3,Train,0,146,96,120,1,2,.5
1106,3,Car,0,190,104,1,1,1,.5
1106,3,SM,1,81,139,10,1,1,.5
1106,3,Train,0,236,123,30,1,1,.5
1107,3,Car,0,130,95,1,1,2,0
1107,3,SM,1,120,14,30,1,2,0
1107,3,Train,0,214,14,120,1,2,0
1108,3,Car,0,182,85,1,1,3,0
1108,3,SM,1,115,15,20,1,3,0
1108,3,Train,0,165,14,120,1,3,0
1109,3,Car,0,220,120,1,1,1,0
1109,3,SM,1,96,10,30,1,1,0
1109,3,Train,0,252,10,120,1,1,0
1111,3,Car,0,170,125,1,1,2,0
1111,3,SM,1,90,127,30,1,2,0
1111,3,Train,0,245,119,120,1,2,0
1112,3,Car,0,100,80,1,1,3,0
1112,3,SM,1,148,76,30,1,3,0
1112,3,Train,0,188,72,120,1,3,0
1113,3,Car,0,325,130,1,0,2,0
1113,3,SM,1,71,140,20,0,2,0
1113,3,Train,0,200,126,120,0,2,0
1114,3,Car,0,220,130,1,1,3,0
1114,3,SM,1,90,137,30,1,3,0
1114,3,Train,0,270,126,120,1,3,0
1115,3,Car,1,170,110,1,1,2,0
1115,3,SM,0,74,122,30,1,2,0
1115,3,Train,0,224,113,120,1,2,0
1116,3,Car,1,90,48,1,1,3,0
1116,3,SM,0,41,71,10,1,3,0
1116,3,Train,0,106,60,30,1,3,0
1117,3,Car,0,156,80,1,0,3,0
1117,3,SM,0,49,90,20,0,3,0
1117,3,Train,1,125,82,120,0,3,0
1118,3,Car,1,208,80,1,0,2,0
1118,3,SM,0,171,105,20,0,2,0
1118,3,Train,0,226,101,120,0,2,0
1119,3,Car,1,130,60,1,1,2,0
1119,3,SM,0,116,92,20,1,2,0
1119,3,Train,0,171,89,120,1,2,0
1120,3,Car,1,156,75,1,1,2,0
1120,3,SM,0,100,97,20,1,2,0
1120,3,Train,0,176,89,120,1,2,0
1121,3,Car,1,190,104,1,1,3,0
1121,3,SM,0,153,109,10,1,3,0
1121,3,Train,0,292,94,30,1,3,0
1122,3,Car,1,169,85,1,1,3,0
1122,3,SM,0,85,118,20,1,3,0
1122,3,Train,0,168,101,120,1,3,0
1123,3,Car,1,330,220,1,1,3,0
1123,3,SM,0,388,187,30,1,3,0
1123,3,Train,0,626,175,120,1,3,0
1124,3,Car,1,221,100,1,1,3,0
1124,3,SM,0,106,133,20,1,3,0
1124,3,Train,0,214,113,120,1,3,0
1125,3,Car,1,130,85,1,0,3,0
1125,3,SM,0,104,88,30,0,3,0
1125,3,Train,0,190,89,120,0,3,0
1126,3,Car,0,351,165,1,1,2,0
1126,3,SM,1,95,174,20,1,2,0
1126,3,Train,0,283,146,120,1,2,0
1127,3,Car,0,260,172,1,1,3,0
1127,3,SM,1,103,122,10,1,3,0
1127,3,Train,0,264,109,30,1,3,0
1128,3,Car,1,190,96,1,0,1,0
1128,3,SM,0,179,112,10,0,1,0
1128,3,Train,0,328,105,30,0,1,0
1129,3,Car,0,110,56,1,1,3,0
1129,3,SM,1,55,76,10,1,3,0
1129,3,Train,0,146,68,30,1,3,0
1130,3,Car,1,130,64,1,1,2,0
1130,3,SM,0,226,90,10,1,2,0
1130,3,Train,0,311,84,30,1,2,0
1131,3,Car,0,90,52,1,1,3,0
1131,3,SM,1,67,78,10,1,3,0
1131,3,Train,0,130,71,30,1,3,0
1132,3,Car,0,208,110,1,1,3,0
1132,3,SM,1,103,137,20,1,3,0
1132,3,Train,0,211,126,120,1,3,0
1133,3,Car,0,195,100,1,1,3,0
1133,3,SM,1,66,122,20,1,3,0
1133,3,Train,0,174,106,120,1,3,0
1136,3,Car,0,208,95,1,1,2,0
1136,3,SM,1,74,122,20,1,2,0
1136,3,Train,0,182,108,120,1,2,0
1137,3,Car,1,200,100,1,1,2,0
1137,3,SM,0,195,122,10,1,2,0
1137,3,Train,0,350,112,30,1,2,0
1138,3,Car,1,220,115,1,1,2,0
1138,3,SM,0,87,140,30,1,2,0
1138,3,Train,0,266,131,120,1,2,0
1139,3,Car,0,190,140,1,1,2,0
1139,3,SM,1,63,133,30,1,2,0
1139,3,Train,0,236,126,120,1,2,0
1140,3,Car,0,221,120,1,1,3,0
1140,3,SM,1,72,127,20,1,3,0
1140,3,Train,0,180,110,120,1,3,0
1141,3,Car,0,195,100,1,1,1,0
1141,3,SM,1,156,118,20,1,1,0
1141,3,Train,0,211,110,120,1,1,0
1142,3,Car,1,150,80,1,1,3,0
1142,3,SM,0,73,105,10,1,3,0
1142,3,Train,0,206,92,30,1,3,0
1143,3,Car,1,100,65,1,1,3,0
1143,3,SM,0,79,76,30,1,3,0
1143,3,Train,0,163,72,120,1,3,0
1144,3,Car,1,230,116,1,1,3,0
1144,3,SM,0,188,122,10,1,3,0
1144,3,Train,0,322,112,30,1,3,0
1145,3,Car,1,117,50,1,0,2,0
1145,3,SM,0,72,88,20,0,2,0
1145,3,Train,0,127,82,120,0,2,0
1146,3,Car,0,290,120,1,1,3,0
1146,3,SM,1,174,137,10,1,3,0
1146,3,Train,0,388,122,30,1,3,0
1147,3,Car,0,221,80,1,1,3,0
1147,3,SM,1,56,118,20,1,3,0
1147,3,Train,0,164,106,120,1,3,0
1148,3,Car,0,160,95,1,1,3,0
1148,3,SM,1,173,112,30,1,3,0
1148,3,Train,0,267,110,120,1,3,0
1149,3,Car,0,221,110,1,1,3,.5
1149,3,SM,1,88,122,20,1,3,.5
1149,3,Train,0,201,110,120,1,3,.5
1150,3,Car,0,120,60,1,1,3,.5
1150,3,SM,1,55,76,10,1,3,.5
1150,3,Train,0,146,68,30,1,3,.5
1151,3,Car,1,100,65,1,1,3,.5
1151,3,SM,0,104,88,30,1,3,.5
1151,3,Train,0,186,85,120,1,3,.5
1152,3,Car,0,180,110,1,1,3,0
1152,3,SM,1,88,225,30,1,3,0
1152,3,Train,0,242,217,120,1,3,0
1153,3,Car,1,120,80,1,1,2,0
1153,3,SM,0,159,181,30,1,2,0
1153,3,Train,0,246,184,120,1,2,0
1154,3,Car,1,190,105,1,1,2,0
1154,3,SM,0,63,266,30,1,2,0
1154,3,Train,0,236,252,120,1,2,0
1155,3,Car,0,325,180,1,1,3,0
1155,3,SM,1,146,322,20,1,3,0
1155,3,Train,0,270,284,120,1,3,0
1156,3,Car,0,60,28,1,1,3,0
1156,3,SM,1,43,89,10,1,3,0
1156,3,Train,0,106,74,30,1,3,0
1157,3,Car,1,230,104,1,0,3,0
1157,3,SM,0,120,245,10,0,3,0
1157,3,Train,0,283,218,30,0,3,0
1158,3,Car,1,91,45,1,1,1,0
1158,3,SM,0,84,130,20,1,1,0
1158,3,Train,0,108,109,120,1,1,0
1159,3,Car,1,130,85,1,1,2,0
1159,3,SM,0,64,189,30,1,2,0
1159,3,Train,0,172,184,120,1,2,0
1160,3,Car,0,160,104,1,1,3,0
1160,3,SM,1,106,155,10,1,3,0
1160,3,Train,0,186,147,30,1,3,0
1161,3,Car,1,182,105,1,1,2,0
1161,3,SM,0,122,218,20,1,2,0
1161,3,Train,0,165,203,120,1,2,0
1162,3,Car,1,170,76,1,0,3,0
1162,3,SM,0,106,162,10,0,3,0
1162,3,Train,0,186,153,30,0,3,0
1163,3,Car,1,170,85,1,1,3,0
1163,3,SM,0,180,225,30,1,3,0
1163,3,Train,0,250,217,120,1,3,0
1164,3,Car,1,195,85,1,0,1,0
1164,3,SM,0,201,218,20,0,1,0
1164,3,Train,0,256,203,120,0,1,0
1165,3,Car,1,190,100,1,0,3,0
1165,3,SM,0,103,225,10,0,3,0
1165,3,Train,0,244,198,30,0,3,0
1167,3,Car,1,170,80,1,1,2,0
1167,3,SM,0,130,218,10,1,2,0
1167,3,Train,0,270,194,30,1,2,0
1168,3,Car,1,240,185,1,1,2,0
1168,3,SM,0,114,310,30,1,2,0
1168,3,Train,0,342,284,120,1,2,0
1169,3,Car,1,260,116,1,0,1,0
1169,3,SM,0,144,237,10,0,1,0
1169,3,Train,0,291,210,30,0,1,0
1170,3,Car,1,210,108,1,1,3,0
1170,3,SM,0,116,266,10,1,3,0
1170,3,Train,0,323,225,30,1,3,0
1171,3,Car,0,220,120,1,1,3,0
1171,3,SM,1,141,245,10,1,3,0
1171,3,Train,0,289,225,30,1,3,0
1172,3,Car,0,210,135,1,1,3,0
1172,3,SM,1,63,266,30,1,3,0
1172,3,Train,0,236,252,120,1,3,0
1173,3,Car,1,240,116,1,1,2,0
1173,3,SM,0,355,281,10,1,2,0
1173,3,Train,0,466,274,30,1,2,0
1174,3,Car,1,325,155,1,1,2,0
1174,3,SM,0,173,337,20,1,2,0
1174,3,Train,0,302,305,120,1,2,0
1175,3,Car,1,221,115,1,1,3,0
1175,3,SM,0,230,225,20,1,3,0
1175,3,Train,0,306,211,120,1,3,0
1176,3,Car,1,270,165,1,1,3,0
1176,3,SM,0,742,337,30,1,3,0
1176,3,Train,0,1049,319,120,1,3,0
1177,3,Car,1,117,60,1,1,2,0
1177,3,SM,0,96,155,20,1,2,0
1177,3,Train,0,149,143,120,1,2,0
1178,3,Car,1,120,64,1,0,3,0
1178,3,SM,0,55,153,10,0,3,0
1178,3,Train,0,146,136,30,0,3,0
1179,3,Car,0,240,155,1,1,3,0
1179,3,SM,1,147,301,30,1,3,0
1179,3,Train,0,330,284,120,1,3,0
1180,3,Car,1,195,90,1,1,2,0
1180,3,SM,0,172,225,20,1,2,0
1180,3,Train,0,248,203,120,1,2,0
1181,3,Car,1,273,160,1,1,2,1
1181,3,SM,0,71,281,20,1,2,1
1181,3,Train,0,200,252,120,1,2,1
1182,3,Car,1,403,170,1,1,3,1
1182,3,SM,0,222,374,20,1,3,1
1182,3,Train,0,351,337,120,1,3,1
1183,3,Car,1,221,115,1,1,3,1
1183,3,SM,0,83,245,20,1,3,1
1183,3,Train,0,191,217,120,1,3,1
1184,3,Car,0,190,115,1,1,1,.5
1184,3,SM,1,63,266,30,1,1,.5
1184,3,Train,0,236,252,120,1,1,.5
1185,3,Car,1,190,128,1,1,3,.5
1185,3,SM,0,151,237,10,1,3,.5
1185,3,Train,0,299,218,30,1,3,.5
1186,3,Car,0,90,65,1,1,3,0
1186,3,SM,1,34,23,30,1,3,0
1186,3,Train,0,106,23,120,1,3,0
1187,3,Car,1,100,55,1,0,2,0
1187,3,SM,0,166,23,30,0,2,0
1187,3,Train,0,218,23,120,0,2,0
1188,3,Car,1,120,60,1,1,2,0
1188,3,SM,0,116,23,10,1,2,0
1188,3,Train,0,180,19,30,1,2,0
1189,3,Car,1,70,40,1,1,2,0
1189,3,SM,0,73,23,30,1,2,0
1189,3,Train,0,117,23,120,1,2,0
1190,3,Car,1,120,68,1,1,2,0
1190,3,SM,0,66,23,10,1,2,0
1190,3,Train,0,160,19,30,1,2,0
1191,3,Car,1,170,80,1,1,3,0
1191,3,SM,0,171,23,10,1,3,0
1191,3,Train,0,281,19,30,1,3,0
1192,3,Car,1,120,56,1,1,3,0
1192,3,SM,0,100,16,10,1,3,0
1192,3,Train,0,178,13,30,1,3,0
